2024-02-23 13:15:13,342 INFO logger has been initialized
2024-02-23 13:15:14,196 DEBUG Class Game=<class 'game.Game.Game'> initializing....
2024-02-23 13:15:14,198 DEBUG Class SceneHandler=<class 'game.SceneHandler.SceneHandler'> initializing....
2024-02-23 13:15:14,198 DEBUG Importing scenes...
2024-02-23 13:15:14,198 DEBUG Mapsdirectory: os.listdir(mapsDirectory)=['TestMaps']
2024-02-23 13:15:14,198 DEBUG Fetching maps from folder='TestMaps' 
 Current Map: mapModulePath='gamedata.Maps.TestMaps.TestMap1'
2024-02-23 13:15:14,203 DEBUG Creating properties for tile name='yellow'. 
2024-02-23 13:15:14,203 DEBUG Creating properties for tile name='blue'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='black'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='orange'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='white'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='purple'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='green'. 
2024-02-23 13:15:14,205 DEBUG Creating properties for tile name='red'. 
2024-02-23 13:15:14,205 DEBUG Loading map module: mapModule=<module 'gamedata.Maps.TestMaps.TestMap1' from 'C:\\Users\\david\\Documents\\GitHub\\pygameRPG\\pygameRPG\\gamedata\\Maps\\TestMaps\\TestMap1.py'>
2024-02-23 13:15:14,205 DEBUG Class TileMap=<class 'game.utils.TileMap.TileMap'> initializing....
2024-02-23 13:15:14,205 DEBUG tile_map=(('N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N'), ('Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y'), ('B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B'), ('G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G'), ('W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'), ('P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'), ('O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'), ('R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R'))
2024-02-23 13:15:14,205 DEBUG xvalue=0, yvalue=0, layerNumber=0
2024-02-23 13:15:14,207 DEBUG xvalue=13, yvalue=1, layerNumber=0
2024-02-23 13:15:14,207 DEBUG xvalue=14, yvalue=1, layerNumber=0
2024-02-23 13:15:14,207 DEBUG xvalue=15, yvalue=1, layerNumber=0
2024-02-23 13:15:14,207 DEBUG xvalue=16, yvalue=1, layerNumber=0
2024-02-23 13:15:14,207 DEBUG xvalue=17, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=18, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=19, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=20, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=21, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=22, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=23, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=24, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=25, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=26, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=27, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=28, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=29, yvalue=1, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=0, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=1, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=2, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=3, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=4, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=5, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=6, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=7, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=8, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=9, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=10, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=11, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=12, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=13, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=14, yvalue=2, layerNumber=0
2024-02-23 13:15:14,208 DEBUG xvalue=15, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=16, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=17, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=18, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=19, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=20, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=21, yvalue=2, layerNumber=0
2024-02-23 13:15:14,209 DEBUG xvalue=22, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=23, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=24, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=25, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=26, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=27, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=28, yvalue=2, layerNumber=0
2024-02-23 13:15:14,210 DEBUG xvalue=29, yvalue=2, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=0, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=1, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=2, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=3, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=4, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=5, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=6, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=7, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=8, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=9, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=10, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=11, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=12, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=13, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=14, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=15, yvalue=3, layerNumber=0
2024-02-23 13:15:14,211 DEBUG xvalue=16, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=17, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=18, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=19, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=20, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=21, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=22, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=23, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=24, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=25, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=26, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=27, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=28, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=29, yvalue=3, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=0, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=1, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=2, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=3, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=4, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=5, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=6, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=7, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=8, yvalue=4, layerNumber=0
2024-02-23 13:15:14,212 DEBUG xvalue=9, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=10, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=11, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=12, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=13, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=14, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=15, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=16, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=17, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=18, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=19, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=20, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=21, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=22, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=23, yvalue=4, layerNumber=0
2024-02-23 13:15:14,214 DEBUG xvalue=24, yvalue=4, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=25, yvalue=4, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=26, yvalue=4, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=27, yvalue=4, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=28, yvalue=4, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=29, yvalue=4, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=0, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=1, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=2, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=3, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=4, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=5, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=6, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=7, yvalue=5, layerNumber=0
2024-02-23 13:15:14,215 DEBUG xvalue=8, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=9, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=10, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=11, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=12, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=13, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=14, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=15, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=16, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=17, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=18, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=19, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=20, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=21, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=22, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=23, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=24, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=25, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=26, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=27, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=28, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=29, yvalue=5, layerNumber=0
2024-02-23 13:15:14,216 DEBUG xvalue=0, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=1, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=2, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=3, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=4, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=5, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=6, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=7, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=8, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=9, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=10, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=11, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=12, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=13, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=14, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=15, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=16, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=17, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=18, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=19, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=20, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=21, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=22, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=23, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=24, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=25, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=26, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=27, yvalue=6, layerNumber=0
2024-02-23 13:15:14,217 DEBUG xvalue=28, yvalue=6, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=29, yvalue=6, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=0, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=1, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=2, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=3, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=4, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=5, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=6, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=7, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=8, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=9, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=10, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=11, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=12, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=13, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=14, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=15, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=16, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=17, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=18, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=19, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=20, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=21, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=22, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=23, yvalue=7, layerNumber=0
2024-02-23 13:15:14,218 DEBUG xvalue=24, yvalue=7, layerNumber=0
2024-02-23 13:15:14,219 DEBUG xvalue=25, yvalue=7, layerNumber=0
2024-02-23 13:15:14,219 DEBUG xvalue=26, yvalue=7, layerNumber=0
2024-02-23 13:15:14,219 DEBUG xvalue=27, yvalue=7, layerNumber=0
2024-02-23 13:15:14,219 DEBUG xvalue=28, yvalue=7, layerNumber=0
2024-02-23 13:15:14,219 DEBUG xvalue=29, yvalue=7, layerNumber=0
2024-02-23 13:15:14,219 DEBUG Class TileMap=<class 'game.utils.TileMap.TileMap'> initialized.
2024-02-23 13:15:14,219 DEBUG Loaded map module: <module 'gamedata.Maps.TestMaps.TestMap1' from 'C:\\Users\\david\\Documents\\GitHub\\pygameRPG\\pygameRPG\\gamedata\\Maps\\TestMaps\\TestMap1.py'>
2024-02-23 13:15:14,219 DEBUG Class Level=<class 'game.Level.Level'> initializing....
2024-02-23 13:15:14,219 DEBUG Class Level=<class 'game.Level.Level'> intialized.
2024-02-23 13:15:14,219 DEBUG Class SceneHandler=<class 'game.SceneHandler.SceneHandler'> intialized.
